"Gene","LOF","dmis","mis","syn","dn.LoF","dn.mis3","dn.mis","dn.syn","BF.dn","pval.TADA.dn","qvalue.dn"
"BBS10",2.04e-06,9.73e-07,1.84e-05,7.52e-06,0,0,0,0,0.628630887353393,0.518855783269345,0.920718244773751
"SLC25A47",1.73e-06,2.57e-06,1.51e-05,7.71e-06,0,0,0,0,0.628620963617939,0.518907694803439,0.920722381870943
"CHST11",1.51e-06,3.73e-06,1.36e-05,6.11e-06,0,0,0,0,0.628580926438241,0.518960687827827,0.920726518367323
"NAGK",1.85e-06,1.95e-06,1.24e-05,6.6e-06,0,0,0,0,0.628547734014853,0.519013140107068,0.920730654222038
"FBLN1",1.7e-06,2.73e-06,1.82e-05,7.98e-06,0,0,0,0,0.628539204236236,0.519063429405721,0.920734789287437
"C9orf172",1.14e-06,5.73e-06,3.03e-05,1.68e-05,0,0,0,0,0.628517116262685,0.5191093927432,0.920738923645031
"ZNF793",2.02e-06,1.08e-06,1.17e-05,4.3e-06,0,0,0,0,0.628498202600981,0.519162385767588,0.920743057276011
"NFKBID",1.59e-06,3.31e-06,1.35e-05,6.42e-06,0,0,0,0,0.628489678201731,0.519214838046829,0.920747190118336
"KRT38",1.88e-06,1.8e-06,1.55e-05,7.12e-06,0,0,1,0,0.628427906201899,0.519320283350457,0.920751322491326
"RHAG",1.89e-06,1.76e-06,1.07e-05,4.72e-06,0,0,0,0,0.628138596661573,0.519372194884551,0.920755455758523
"ZNF200",2.07e-06,8.41e-07,1.04e-05,3.78e-06,0,0,0,0,0.628112613075507,0.519424647163792,0.920759588341986
"WASF3",1.84e-06,2.02e-06,1.79e-05,8.73e-06,0,0,0,0,0.628088611826991,0.519476558697886,0.920763720230048
"ABRA",1.91e-06,1.66e-06,1.23e-05,4.9e-06,0,0,0,0,0.628065550017679,0.51952847023198,0.920767851417294
"FSIP1",1.94e-06,1.51e-06,1.36e-05,5.15e-06,0,0,0,0,0.627963663246552,0.519580381766074,0.920771982376077
"SNX33",1.82e-06,2.13e-06,2.08e-05,7.69e-06,0,0,0,0,0.627926222970467,0.519634456280755,0.920776112720491
"ACP6",1.77e-06,2.39e-06,1.31e-05,6.19e-06,0,0,0,0,0.62791476997414,0.519739360839236,0.920780242295098
"SLC22A13",1.77e-06,2.39e-06,1.84e-05,8.43e-06,0,0,0,0,0.62791476997414,0.519739360839236,0.920784371031554
"VSIG8",1.78e-06,2.34e-06,1.55e-05,8.65e-06,0,0,0,0,0.627865051438671,0.519790190883037,0.920788499227795
"P2RX1",1.85e-06,1.98e-06,1.44e-05,6.7e-06,0,0,1,1,0.627795805747983,0.519843724652571,0.920792627000893
"GALE",1.52e-06,3.71e-06,1.2e-05,5.32e-06,0,0,0,0,0.627770333465911,0.519894013951225,0.920796754088943
"GCNT4",1.75e-06,2.5e-06,1.09e-05,4.27e-06,0,0,0,0,0.62776854287195,0.519946466230466,0.920800880350404
"COMTD1",1.93e-06,1.57e-06,1.35e-05,7.73e-06,0,0,0,0,0.627744682382495,0.51999837776456,0.920805005917615
"QKI",1.95e-06,1.47e-06,1.11e-05,5e-06,0,0,0,0,0.627679510613865,0.5200508300438,0.920809131038014
"EHD3",1.82e-06,2.14e-06,1.88e-05,9.76e-06,0,0,0,0,0.627676317200131,0.520103823068188,0.920813255340868
"RPUSD4",2.05e-06,9.61e-07,1.38e-05,5.97e-06,0,0,0,0,0.627643879139331,0.520156275347429,0.920817379001405
"ABHD11",1.9e-06,1.73e-06,1.34e-05,6.36e-06,0,0,0,0,0.627598826683291,0.520207646136376,0.92082150209529
"ZNF649",2.05e-06,9.63e-07,1.29e-05,5.39e-06,0,0,0,0,0.62759309076585,0.520258476180176,0.920825624387499
"GATA3",1.7e-06,2.77e-06,1.73e-05,1.07e-05,0,0,0,0,0.627547652784725,0.520309306223977,0.920829746115755
"WARS",1.85e-06,1.99e-06,1.53e-05,7.61e-06,0,0,0,0,0.627545432342692,0.520360136267777,0.92083386702175
"ACTR10",2.09e-06,7.63e-07,1.18e-05,4.79e-06,0,0,0,0,0.627516836941681,0.520412047801871,0.920837987263464
"WISP1",1.71e-06,2.72e-06,1.38e-05,6.17e-06,0,0,0,0,0.627490414219702,0.520465040826259,0.920842106828108
"MFSD5",1.94e-06,1.53e-06,1.81e-05,7.22e-06,0,0,0,0,0.627459640125184,0.520517493105499,0.920846225741906
"KLK8",1.88e-06,1.84e-06,9.47e-06,4.34e-06,0,0,0,0,0.627423710404429,0.520623479154275,0.92085034403588
"GPR143",1.88e-06,1.84e-06,1.65e-05,8.53e-06,0,0,0,0,0.627423710404429,0.520623479154275,0.920854461495431
"RASSF6",1.97e-06,1.38e-06,9.47e-06,3.74e-06,0,0,0,0,0.6273660129524,0.520675390688369,0.920858578465694
"CYTIP",2.05e-06,9.72e-07,1.09e-05,4.56e-06,0,0,0,0,0.627364611492357,0.520727302222463,0.920862694610347
"DTNBP1",1.94e-06,1.54e-06,1.11e-05,5.23e-06,0,0,0,1,0.627207832820389,0.520784080462878,0.920866810858219
"PLAUR",1.73e-06,2.63e-06,1.25e-05,5.23e-06,0,0,0,0,0.627130955676365,0.520835991996972,0.920870926731819
"ACAA2",1.9e-06,1.75e-06,1.03e-05,4.07e-06,0,0,0,0,0.627096633573746,0.520887903531066,0.92087504197699
"PIGZ",1.84e-06,2.06e-06,1.92e-05,9.44e-06,0,0,0,0,0.627088012539446,0.520938192829719,0.920879156440371
"ACADSB",1.85e-06,2.01e-06,1.1e-05,4.83e-06,0,0,0,0,0.627045089024168,0.52099064510896,0.92088327032712
"FZD7",1.53e-06,3.69e-06,2.81e-05,1.61e-05,0,0,0,0,0.626961068384643,0.521042015897907,0.920887383882909
"PPAPDC1A",1.5e-06,3.85e-06,9.46e-06,4.2e-06,0,0,0,0,0.626948935369031,0.521093927432001,0.920891496678463
"UGT3A1",1.89e-06,1.81e-06,1.36e-05,5.16e-06,0,0,1,0,0.626883571607069,0.521145838966095,0.920895609031925
"ZDHHC12",1.9e-06,1.76e-06,1.21e-05,5.42e-06,0,0,0,0,0.626845739981388,0.521198291245336,0.920899720779015
"FOXA2",1.55e-06,3.59e-06,2.24e-05,1.46e-05,0,0,0,0,0.626811580861426,0.52125020277943,0.920903831897991
"SLC16A9",1.75e-06,2.54e-06,1.25e-05,5.78e-06,0,0,1,0,0.626775063865963,0.521302114313524,0.920907942403121
"GPR174",1.92e-06,1.66e-06,8.43e-06,3.32e-06,0,0,1,0,0.626773139087005,0.521355107337912,0.920912052088077
"12-Sep",1.63e-06,3.17e-06,1.33e-05,6.1e-06,0,0,0,0,0.62674509065107,0.521403774401125,0.92091616110905
"MTX1",1.87e-06,1.92e-06,1.78e-05,7.4e-06,0,0,0,0,0.626712009872033,0.521456226680366,0.92092026949628
"TMBIM1",1.82e-06,2.18e-06,9.97e-06,4.67e-06,0,0,0,0,0.626678033519279,0.521507597469313,0.920924377255305
"GPR137B",1.88e-06,1.87e-06,1.05e-05,4.89e-06,0,0,0,0,0.626671981685683,0.521610879792354,0.920928484219671
"GLYATL3",1.88e-06,1.87e-06,9.08e-06,3.78e-06,0,0,0,0,0.626671981685683,0.521610879792354,0.920932590353509
"C5orf22",1.77e-06,2.44e-06,1.14e-05,4.43e-06,0,0,0,0,0.626671077830242,0.521711999134808,0.920936695662463
"COQ9",1.77e-06,2.44e-06,1.05e-05,4.45e-06,0,0,0,0,0.626671077830242,0.521711999134808,0.920940800141391
"PDCD4",1.96e-06,1.46e-06,1.19e-05,4.8e-06,0,0,0,0,0.626640207543996,0.521765532904342,0.920944903974694
"EHD1",1.78e-06,2.39e-06,2.44e-05,1.41e-05,0,0,0,0,0.626620599299382,0.521817444438436,0.920949007095394
"ZNF749",2.13e-06,5.96e-07,1.92e-05,7.23e-06,0,0,0,0,0.626615474884735,0.521869896717677,0.920953109417323
"FEZ1",1.9e-06,1.77e-06,1.14e-05,5.26e-06,0,0,0,0,0.626594981577856,0.521921808251771,0.920957211032378
"SLC38A8",1.58e-06,3.44e-06,1.49e-05,7.99e-06,0,0,1,0,0.626594809148324,0.521973179040718,0.9209613118196
"RPUSD3",2.09e-06,8e-07,1.46e-05,5.94e-06,0,0,0,0,0.626575736794089,0.522026712810252,0.920965411891929
"IRAK4",1.92e-06,1.67e-06,1.08e-05,3.83e-06,0,0,0,0,0.626522061331556,0.522077542854053,0.920969511455874
"ZNF500",2.02e-06,1.16e-06,1.85e-05,8.47e-06,0,0,0,0,0.626471577552805,0.522131076623587,0.920973610492566
"PROZ",1.78e-06,2.4e-06,1.4e-05,6.99e-06,0,0,0,0,0.626372108019505,0.522181365922241,0.920977709294153
"CRYL1",1.74e-06,2.61e-06,1e-05,4.8e-06,0,0,0,0,0.626332925139741,0.522235440436922,0.920981807501399
"NR5A1",1.52e-06,3.77e-06,1.91e-05,1.02e-05,0,0,0,0,0.626305427630671,0.522287351971016,0.920985905044845
"BPIFB3",1.76e-06,2.51e-06,1.53e-05,8.35e-06,0,0,0,0,0.626226321125376,0.522338182014816,0.920990002232229
"TLR6",2.02e-06,1.17e-06,1.95e-05,8.13e-06,0,0,0,0,0.62621886803568,0.522389552803764,0.920994098636724
"RAD9B",2.11e-06,7.13e-07,1.02e-05,3.94e-06,0,0,1,0,0.62621191701709,0.522440923592711,0.920998194255576
"BZW2",1.96e-06,1.48e-06,1.15e-05,5.25e-06,0,0,0,0,0.626136896816505,0.522494457362245,0.921002289494524
"ZFAND1",1.97e-06,1.43e-06,6.93e-06,2.59e-06,0,0,0,0,0.626105899061681,0.522546909641486,0.921006384091461
"ZNF556",2.08e-06,8.71e-07,1.43e-05,6.55e-06,0,0,0,0,0.626060939561147,0.52259882117558,0.921010478129738
"CXorf36",1.66e-06,3.04e-06,1.48e-05,7.12e-06,0,0,1,0,0.626060614758964,0.522650732709674,0.921014571343706
"C9orf117",2.15e-06,5.17e-07,1.74e-05,7.4e-06,0,0,0,0,0.62605517474222,0.522702103498621,0.921018663764075
"RHBG",1.71e-06,2.78e-06,1.78e-05,8.96e-06,0,0,0,0,0.626006154540622,0.522750229816687,0.921022755650573
"TFAP2C",1.76e-06,2.52e-06,1.64e-05,9.48e-06,0,0,0,0,0.625978397266014,0.522803222841075,0.92102684687677
"SNTB2",1.94e-06,1.59e-06,1.76e-05,1.01e-05,0,0,0,0,0.625950835242379,0.522857838100903,0.921030937441704
"TTC23L",2.08e-06,8.78e-07,9.07e-06,3.95e-06,0,0,0,0,0.62588342958541,0.522909749634997,0.921035027582747
"SLC1A6",1.58e-06,3.47e-06,2.27e-05,1.03e-05,0,0,0,0,0.625860443384371,0.523012491212891,0.921039117035647
"EPHX4",2.1e-06,7.79e-07,1.01e-05,4.07e-06,0,0,0,0,0.625821846517526,0.523065484237279,0.921043205893517
"TRIM69",1.91e-06,1.75e-06,1.17e-05,4.79e-06,0,0,0,0,0.625806068987506,0.523116314281079,0.921047294020743
"LCOR",2.13e-06,6.29e-07,1.17e-05,4.88e-06,0,0,0,0,0.625775268577673,0.523167685070027,0.921051381506938
"AGAP8",1.63e-06,3.21e-06,1.41e-05,6.43e-06,0,0,0,0,0.62576232997052,0.52321959660412,0.921055468246023
"EPHX3",2.01e-06,1.24e-06,1.46e-05,7.25e-06,0,0,0,0,0.625739892544712,0.523269345157627,0.921059554294734
"SLC22A9",1.94e-06,1.6e-06,1.46e-05,5.7e-06,0,0,1,2,0.625699842884821,0.523322878927162,0.921063639758047
"C9orf156",1.68e-06,2.95e-06,1.36e-05,5.45e-06,0,0,1,0,0.625690713251806,0.523372086735522,0.921067724452229
"PLBD2",1.57e-06,3.53e-06,1.16e-05,5.43e-06,0,0,0,0,0.62568773354547,0.523422916779322,0.921071808340936
"PDHA2",1.55e-06,3.64e-06,1.29e-05,5.34e-06,0,0,0,0,0.625590368857972,0.523475369058563,0.9210758919857
"LANCL3",1.79e-06,2.38e-06,1.75e-05,9.9e-06,0,0,0,0,0.625577355592569,0.523527280592657,0.921079974885025
"C1orf228",1.98e-06,1.4e-06,1.51e-05,7.75e-06,0,0,0,0,0.625572508400891,0.523580814362191,0.921084056990585
"DAP3",1.91e-06,1.76e-06,1.15e-05,4.62e-06,0,0,1,0,0.625555691734048,0.523633807386579,0.921088138373778
"CRYZ",1.99e-06,1.35e-06,8.14e-06,3.24e-06,0,0,0,0,0.625543233486005,0.523686259665819,0.921092219008915
"FBXO6",1.86e-06,2.02e-06,1.02e-05,4.65e-06,0,0,0,0,0.625504437452235,0.523738171199914,0.921096299052771
"ZNF28",2.03e-06,1.15e-06,1.75e-05,6.07e-06,0,0,0,0,0.625436392077181,0.523791164224301,0.921100378679361
"SLC17A7",1.77e-06,2.49e-06,2.37e-05,1.19e-05,0,0,0,0,0.625430704946075,0.523842535013248,0.921104457518237
"ATP6V1C1",2.09e-06,8.46e-07,9.38e-06,3.86e-06,0,0,0,0,0.625408365535207,0.523894987292489,0.921108535668587
"STK40",1.74e-06,2.65e-06,1.84e-05,8.86e-06,0,0,0,0,0.625343219900589,0.523946358081436,0.921112613384955
"GLIPR1",1.99e-06,1.36e-06,7.61e-06,2.84e-06,0,0,0,0,0.625291565687185,0.524048558914184,0.921116690587323
"MYBPHL",1.69e-06,2.92e-06,1.24e-05,5.26e-06,0,0,0,0,0.625137701544246,0.524152922727519,0.921120767883027
"XBP1",1.89e-06,1.88e-06,1.21e-05,6.28e-06,0,0,0,0,0.625132204874661,0.524205375006759,0.921124844390751
"ZBTB7A",1.74e-06,2.66e-06,3.32e-05,2.2e-05,0,0,0,0,0.625096123223098,0.524255123560266,0.92112892029239
"ENTPD2",1.8e-06,2.35e-06,1.45e-05,7.22e-06,0,0,0,0,0.625031894408722,0.524306494349213,0.921132995755289
"CYP2F1",1.71e-06,2.82e-06,2.01e-05,9.65e-06,0,0,0,0,0.625019278460349,0.524357324393014,0.921137070473091
"MTFR1",1.86e-06,2.04e-06,8.82e-06,3.7e-06,0,0,0,0,0.625005928599766,0.524410858162548,0.92114114445038
"SQRDL",2.01e-06,1.27e-06,1.25e-05,5.41e-06,0,0,0,0,0.624983903608028,0.524462769696642,0.921145217738884
"TMEM199",1.93e-06,1.68e-06,1.64e-05,7.08e-06,0,0,0,0,0.624982547831289,0.524515221975883,0.921149290216108
"GNB3",1.72e-06,2.77e-06,1.27e-05,5.91e-06,0,0,0,0,0.624961569192873,0.524567674255124,0.921153361998777
"TRABD",1.61e-06,3.35e-06,1.78e-05,9.47e-06,0,0,0,0,0.624916902244316,0.524619585789218,0.921157433227699
"AGPAT5",2.04e-06,1.12e-06,1.2e-05,5.44e-06,0,0,1,0,0.624907400543767,0.524672578813605,0.921161503694344
"ZNF345",1.96e-06,1.53e-06,1.19e-05,3.99e-06,0,0,0,0,0.624880998978393,0.524725031092846,0.921165573499229
"AIP",2.06e-06,1.02e-06,1.4e-05,6.54e-06,0,0,0,1,0.624861536393756,0.52477856486238,0.921169642601381
"HTR2C",1.74e-06,2.67e-06,1.55e-05,6.9e-06,0,0,0,0,0.62484915822578,0.524829935651328,0.92117371095898
"EMC10",1.9e-06,1.84e-06,1.2e-05,6.15e-06,0,0,0,1,0.624843450531094,0.524882387930568,0.92117777853268
"CORO1A",1.8e-06,2.36e-06,1.98e-05,8.37e-06,0,0,0,0,0.62478389614504,0.524932677229222,0.921181845642125
"AP1AR",2.11e-06,7.71e-07,8.4e-06,3.48e-06,0,0,0,0,0.624739560684155,0.524985670253609,0.921185912197192
"TRIM38",2.02e-06,1.23e-06,1.27e-05,5.22e-06,0,0,0,0,0.624705488184501,0.52503812253285,0.92118997813718
"KIR3DL2",1.69e-06,2.94e-06,1.27e-05,5.21e-06,0,0,0,0,0.624645634634097,0.525088952576651,0.921194043615163
"ABHD1",1.96e-06,1.54e-06,1.25e-05,5.25e-06,0,0,0,0,0.624630226514145,0.525141404855891,0.921198108367738
"JMJD4",2.01e-06,1.29e-06,1.97e-05,1.06e-05,0,0,0,0,0.624480593803651,0.525193316389985,0.921202173190948
"SBSN",1.77e-06,2.53e-06,1.7e-05,9.14e-06,0,0,0,0,0.624440789191248,0.525247390904667,0.921206237433665
"AC037459.4",1.88e-06,1.96e-06,1.5e-05,6.94e-06,0,0,0,0,0.624424063089885,0.525299843183907,0.921210300959256
"HAUS8",2.06e-06,1.04e-06,1.35e-05,6.88e-06,0,0,0,0,0.624356567833774,0.525352836208295,0.921214364068866
"TAMM41",1.9e-06,1.86e-06,9.03e-06,4.49e-06,0,0,0,0,0.624344224698828,0.525404747742389,0.921218426435746
"KLF11",1.66e-06,3.11e-06,1.66e-05,7.03e-06,0,0,0,0,0.624340961472324,0.525455577786189,0.921222488006311
"PCYT1B",1.91e-06,1.81e-06,1.23e-05,4.98e-06,0,0,0,0,0.624305827340606,0.525505867084843,0.921226548969654
"EPSTI1",2.1e-06,8.39e-07,1.19e-05,4.95e-06,0,0,0,0,0.624301154334586,0.525557778618937,0.921230609145477
"ALX4",2.12e-06,7.38e-07,1.72e-05,9.66e-06,0,0,0,0,0.624292354895103,0.525610771643324,0.921234668558462
"ADA",1.71e-06,2.85e-06,1.22e-05,5.82e-06,0,0,0,0,0.624280498435334,0.52566754988374,0.92123872722695
"OPN5",2e-06,1.35e-06,1.02e-05,4.74e-06,0,0,0,0,0.6242571884778,0.525720542908127,0.921242785219006
"CYP51A1",1.93e-06,1.71e-06,1.45e-05,5.41e-06,0,0,1,0,0.624232079905932,0.525772995187368,0.921246842545488
"IDH3G",1.57e-06,3.59e-06,1.81e-05,9.05e-06,0,0,0,0,0.624224091558666,0.525824906721462,0.921250899105208
"RPF1",1.87e-06,2.02e-06,1.17e-05,4.43e-06,0,0,1,0,0.624216560954013,0.525877359000703,0.921254954895685
"EDNRA",1.68e-06,3.01e-06,1.22e-05,4.89e-06,0,0,0,0,0.624215383073126,0.525929811279944,0.921259009879538
"GJA5",1.73e-06,2.75e-06,1.23e-05,4.98e-06,0,0,0,0,0.624165200029303,0.526033093602985,0.921263064347139
"MYD88",1.73e-06,2.75e-06,1.15e-05,5.11e-06,0,0,0,0,0.624165200029303,0.526033093602985,0.921267118001569
"P4HTM",1.83e-06,2.23e-06,1.3e-05,5.62e-06,0,0,0,0,0.624144867066719,0.526082301411345,0.921271170963429
"IPMK",2.11e-06,7.98e-07,1.15e-05,5.37e-06,0,0,0,0,0.624055741394992,0.526132590709998,0.921275223640088
"IRF3",1.8e-06,2.39e-06,1.6e-05,6.97e-06,0,0,0,0,0.624040696885946,0.526184502244092,0.921279275593217
"AQP1",1.39e-06,4.56e-06,1.35e-05,7.08e-06,0,0,0,0,0.624015723260136,0.52623587303304,0.921283326881787
"FDFT1",1.86e-06,2.08e-06,1.31e-05,5.05e-06,0,0,1,0,0.624010515878396,0.526339155356081,0.921287377389043
"PARP11",1.86e-06,2.08e-06,8.94e-06,3.32e-06,0,0,0,0,0.624010515878396,0.526339155356081,0.921291427084412
"GPATCH4",2.09e-06,9.02e-07,1.03e-05,3.92e-06,0,0,0,0,0.623991162975957,0.526441356188828,0.921295476082625
"WDR89",2.04e-06,1.16e-06,9.23e-06,3.15e-06,0,0,0,0,0.623899345045083,0.526494889958363,0.921299524812539
"CD1D",1.96e-06,1.57e-06,1.16e-05,5.61e-06,0,0,0,0,0.62387872170743,0.526545179257016,0.921303572853146
"KCNK17",1.97e-06,1.52e-06,1.42e-05,7.2e-06,0,0,0,0,0.623846267337915,0.52659546855567,0.921307620274624
"MFSD11",1.98e-06,1.47e-06,1.2e-05,5.26e-06,0,0,0,0,0.623814832365889,0.526647380089764,0.92131166707113
"C8orf76",1.92e-06,1.78e-06,1.01e-05,4.91e-06,0,0,0,0,0.623769125238132,0.526698750878711,0.921315713327244
"OTOL1",1.81e-06,2.35e-06,1.23e-05,4.89e-06,0,0,0,0,0.623744107581581,0.526749040177364,0.921319758920806
"FGFR1OP",1.93e-06,1.73e-06,1.07e-05,4.81e-06,0,0,0,0,0.623732442113597,0.526799329476018,0.921323803773079
"UTP18",2.16e-06,5.58e-07,1.8e-05,8.07e-06,0,0,0,0,0.623728680988631,0.526850700264965,0.921327847837562
"ZNF669",2.08e-06,9.64e-07,1.59e-05,6.01e-06,0,0,0,0,0.623708107683484,0.526902611799059,0.921331891213861
"TPST1",1.88e-06,1.99e-06,1.04e-05,3.49e-06,0,0,1,0,0.623677171417264,0.527006434867247,0.921335933963431
"BOLL",1.96e-06,1.58e-06,8.34e-06,3.48e-06,0,0,0,0,0.623628490667653,0.527057264911047,0.921339976191321
"LGMN",1.97e-06,1.53e-06,1.47e-05,7.68e-06,0,0,0,0,0.623595875307552,0.527110257935435,0.92134401780276
"SLC7A3",2.07e-06,1.02e-06,1.89e-05,8.05e-06,0,0,0,0,0.623577918727781,0.527162710214676,0.921348058711323
"PTX4",2.13e-06,7.21e-07,2.03e-05,9.66e-06,0,0,0,0,0.623440859501642,0.527215162493917,0.921352099620864
"AURKB",1.95e-06,1.64e-06,1.26e-05,5.09e-06,0,0,0,0,0.62341218842059,0.527266533282864,0.921356139891106
"KPNA2",2.16e-06,5.74e-07,1.44e-05,5.7e-06,0,0,0,0,0.623322780530848,0.527318985562105,0.921360179881002
"RMDN1",1.98e-06,1.49e-06,9.3e-06,3.66e-06,0,0,0,0,0.623313860635025,0.527373060076786,0.921364219115259
"ZNF3",1.86e-06,2.11e-06,1.34e-05,6.01e-06,0,0,0,0,0.623265357920568,0.527426053101173,0.921368257827867
"AMACR",1.76e-06,2.63e-06,1.73e-05,7.64e-06,0,0,0,1,0.623259950669825,0.527479586870708,0.921372295764501
"MYCL",1.81e-06,2.37e-06,1.64e-05,8.77e-06,0,0,0,0,0.623249265356018,0.527530957659655,0.921376332956558
"NIPAL3",1.72e-06,2.84e-06,1.39e-05,7.33e-06,0,0,0,0,0.623238555683423,0.527580165468015,0.921380369404405
"ADRA2B",1.68e-06,3.05e-06,1.87e-05,8.62e-06,0,0,0,0,0.62323443685299,0.527632617747256,0.921384405069358
"UPRT",1.93e-06,1.75e-06,9.56e-06,4.18e-06,0,0,0,0,0.623233342814313,0.52768615151679,0.921388439933798
"HTR1B",1.43e-06,4.38e-06,1.54e-05,8.12e-06,0,0,0,0,0.623175051464303,0.527735900070297,0.921392474335551
"SEC22C",1.97e-06,1.55e-06,8.49e-06,3.59e-06,0,0,0,1,0.623095497063365,0.527787811604391,0.921396508400247
"BPNT1",1.85e-06,2.17e-06,8.12e-06,3.24e-06,0,0,1,0,0.623061629358822,0.527890553182285,0.921400541858389
"SNX15",1.85e-06,2.17e-06,1.25e-05,5.43e-06,0,0,0,0,0.623061629358822,0.527890553182285,0.921404574510323
"RAD23B",1.91e-06,1.86e-06,1.01e-05,4.19e-06,0,0,0,0,0.6230593245688,0.527943005461526,0.921408606369889
"C1orf43",1.99e-06,1.45e-06,8.16e-06,2.95e-06,0,0,0,0,0.623032677131074,0.527997079976207,0.921412637580929
"GORASP2",1.92e-06,1.81e-06,1.28e-05,6.28e-06,0,0,1,0,0.623021153033417,0.528049532255448,0.92141666805443
"SAMD15",2.19e-06,4.38e-07,1.69e-05,7.65e-06,0,0,0,0,0.62293433950514,0.528154977559076,0.921420698234685
"FANCL",1.89e-06,1.97e-06,9.89e-06,3.83e-06,0,0,0,0,0.622890119923471,0.52820526685773,0.921424727870581
"TTLL8",2.13e-06,7.43e-07,1.25e-05,6.33e-06,0,0,0,0,0.622884366792807,0.528258259882118,0.921428756735443
"ATXN7L3",2.09e-06,9.47e-07,1.23e-05,5.43e-06,0,0,0,0,0.622855468270457,0.528309630671065,0.921432784965978
"HRG",2.11e-06,8.53e-07,1.46e-05,5.97e-06,0,0,1,0,0.622665887018222,0.528363705185746,0.921436813509765
"BVES",2.04e-06,1.21e-06,9.61e-06,3.71e-06,0,0,0,0,0.622642350565775,0.528419401935868,0.921440841387808
"TNNT3",1.89e-06,1.98e-06,9.89e-06,4.18e-06,0,0,0,0,0.622641668546703,0.528470772724815,0.921444868465583
"EIF4A2",1.97e-06,1.57e-06,1.15e-05,4.29e-06,0,0,0,0,0.622595659309452,0.528521602768615,0.921448895010503
"CTGF",1.67e-06,3.13e-06,1.61e-05,8.81e-06,0,0,0,0,0.622563388281378,0.528571351322122,0.921452920941759
"POLR2C",1.99e-06,1.47e-06,9.59e-06,4.75e-06,0,0,0,0,0.622532194320277,0.528623803601363,0.921456946253189
"ZNF165",2.15e-06,6.56e-07,1.12e-05,4.24e-06,0,0,0,0,0.622525612667823,0.52867679662575,0.921460970799946
"TIMMDC1",2e-06,1.42e-06,9.2e-06,3.49e-06,0,0,0,0,0.622501988470885,0.528880657546098,0.921464994682676
"TMEM102",2e-06,1.42e-06,2.6e-05,1.5e-05,0,0,0,0,0.622501988470885,0.528880657546098,0.921469017762397
"CSTF1",2e-06,1.42e-06,1.46e-05,6.66e-06,0,0,0,1,0.622501988470885,0.528880657546098,0.921473040039347
"TOLLIP",1.68e-06,3.08e-06,1.22e-05,6.58e-06,0,0,0,0,0.622500092119333,0.528933650570486,0.921477061524938
"WDR73",1.88e-06,2.04e-06,1.12e-05,4.31e-06,0,0,0,1,0.622435024741952,0.528985021359433,0.921481082591468
"LCLAT1",2.04e-06,1.22e-06,1.12e-05,4.1e-06,0,0,0,0,0.62239136074525,0.52903639214838,0.921485103113016
"ASPN",1.96e-06,1.63e-06,9.31e-06,3.75e-06,0,0,0,0,0.622379360651265,0.529088844427621,0.921489122903289
"RPL3",2.12e-06,8.15e-07,1.67e-05,6.59e-06,0,0,0,0,0.622345356276489,0.529139674471422,0.921493142092068
"ADRA2A",1.23e-06,5.5e-06,2.77e-05,1.61e-05,0,0,0,0,0.622285347285717,0.529189963770075,0.921497160832637
"NME7",1.99e-06,1.48e-06,1.04e-05,3.53e-06,0,0,0,0,0.622282155886514,0.529240253068729,0.92150117879065
"CHST10",1.94e-06,1.74e-06,1.2e-05,5.43e-06,0,0,0,0,0.622200137554037,0.529292705347969,0.921505196430345
"ATAD3C",1.95e-06,1.69e-06,1.86e-05,9e-06,0,0,0,0,0.622164531380214,0.529344616882063,0.921509213478648
"UBXN6",1.89e-06,2e-06,1.81e-05,9.56e-06,0,0,1,0,0.622145166237008,0.529396528416157,0.921513229840153
"NT5C1A",1.7e-06,2.99e-06,1.5e-05,7.15e-06,0,0,0,0,0.622131672672425,0.529445736224517,0.921517245480513
"SPPL2C",1.84e-06,2.26e-06,2.33e-05,1.07e-05,0,0,0,0,0.622117107136109,0.529497107013465,0.921521260406251
"ZPBP",2.05e-06,1.18e-06,1.16e-05,4.08e-06,0,0,0,1,0.622115238178846,0.529549559292705,0.921525274542881
"ENTHD1",1.92e-06,1.85e-06,1.46e-05,5.98e-06,0,0,0,0,0.62202573497936,0.529600930081653,0.921529288406189
"C10orf129",2e-06,1.44e-06,1.27e-05,4.88e-06,0,0,0,0,0.622001723210009,0.529652841615747,0.921533301611011
"TRA2B",2.21e-06,3.76e-07,1.25e-05,3.39e-06,0,0,0,0,0.621951989613457,0.529705834640134,0.921537314308838
"TMEM184C",2.13e-06,7.8e-07,1.1e-05,4.6e-06,0,0,0,0,0.621949952792189,0.529758286919375,0.921541326219301
"IFNLR1",2.02e-06,1.34e-06,1.68e-05,8.15e-06,0,0,1,0,0.621943717976774,0.529809116963175,0.921545337367324
"CCDC116",1.78e-06,2.58e-06,2.26e-05,9.11e-06,0,0,0,1,0.621921897217059,0.529860487752122,0.921549347844782
"ING5",1.83e-06,2.32e-06,8.21e-06,3.86e-06,0,0,0,0,0.621917126317717,0.52991348077651,0.92155335755163
"TPM4",1.9e-06,1.96e-06,1.24e-05,6.11e-06,0,0,0,0,0.621856139169864,0.530017844589845,0.921557366818594
"SLC1A7",1.45e-06,4.33e-06,2.22e-05,1.12e-05,0,0,0,0,0.621798316681467,0.530068674633645,0.921561375627205
